ETA,ETAUTC,ETADIA,ETAHORA,ETD,ETDUTC,ETDDIA,ETDHORA,MMSI,IMO,VAIXELLNOM,VAIXELLTIPUS,CALAT_METRES,MANEGA_METRES,ESLORA_METRES,VAIXELLBANDERANOM,VAIXELLBANDERACODI,PORTORIGENNOM,PORTORIGENCODI,PORTDESTINOM,PORTDESTICODI,TERMINALNOM,TERMINALCODI,MOLLCODI,MOLLMODULS,CONSIGNATARI,ESTOPERATIUID,ESCALAESTAT,ESCALANUM,MESINFO,name,annual_average_fuel_consumption_per_distance_kg_n_mile
2023-09-19T13:00:00Z,2023-09-19T11:00:00Z,2023-09-19,13:00:00,2023-09-21T18:00:00Z,2023-09-21T16:00:00Z,2023-09-21,18:00:00,257058920,9796262,VIKING JUPITER,Passatge,63,NA,2282,Noruega,NO,Cartagena,ESCAR,Sete,FRSET,ADOSSAT/TERMINAL B,B,01D,25-29,A PEREZ Y CIA SL,A,Autoritzada,43101-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:257058920,VIKING JUPITER,252.93
2023-09-19T06:30:00Z,2023-09-19T04:30:00Z,2023-09-19,06:30:00,2023-09-19T18:00:00Z,2023-09-19T16:00:00Z,2023-09-19,18:00:00,215325000,9803613,MSC GRANDIOSA,Passatge,875,NA,331,Malta,MT,Marseille,FRMRS,La Goulette Nord (Halqueloued),TNLGN,ADOSSAT/TERMINAL C,C,01D,17-23,MEDITERRANEAN SHIPPING COM ESPAÑA SLU,A,Autoritzada,42907-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:215325000,MSC GRANDIOSA,440.53
2023-09-19T08:00:00Z,2023-09-19T06:00:00Z,2023-09-19,08:00:00,2023-09-19T21:00:00Z,2023-09-19T19:00:00Z,2023-09-19,21:00:00,247322800,9601132,AIDASTELLA,Passatge,73,NA,25326,Itàlia,IT,Valencia,ESVLC,Ibiza,ESIBZ,ADOSSAT/TERMINAL D,D,01D,10-15,A PEREZ Y CIA SL,A,Autoritzada,43104-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:247322800,AIDASTELLA,354.96
2023-09-19T08:00:00Z,2023-09-19T06:00:00Z,2023-09-19,08:00:00,2023-09-19T13:00:00Z,2023-09-19T11:00:00Z,2023-09-19,13:00:00,247311100,9479852,COSTA FAVOLOSA,Passatge,83,NA,28965,Itàlia,IT,Cadiz,ESCAD,Savona,ITSVN,ADOSSAT/TERMINAL E,E,01D,2-8,A PEREZ Y CIA SL,A,Autoritzada,43102-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:247311100,COSTA FAVOLOSA,1419.09
2023-09-19T05:45:00Z,2023-09-19T03:45:00Z,2023-09-19,05:45:00,2023-09-19T18:00:00Z,2023-09-19T16:00:00Z,2023-09-19,18:00:00,311513000,9247144,SEVEN SEAS VOYAGER,Passatge,71,288,2065,Bahames,BS,Malaga,ESAGP,Toulon,FRTLN,TERMINAL F2,F2,18C,1-5,TUI ESPAÑA TURISMO SL,A,Autoritzada,46874-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:311513000,SEVEN SEAS VOYAGER,239.73999999999998
