imo,mmsi,flag,call_sign,size,gt,dwt,build,status,owner,type,nombre,departure,arrival,origen,origen_code,destino,destino_code,Time Travelled,Remaining Time,Distance Travelled,Remaining Distance,AVG Speed,MAX Speed,AVG Wind,MAX Wind,MIN Temp,MAX Temp,Draught,Position Received,url
9320099,372497000,Panama,3EJF3,294 x 32 m,92.409,10,2007,Active,,Passengers Ship,MSC ORCHESTRA,2023-05-16 16:16 (UTC),2023-05-17 03:24 (UTC),MARSEILLE,FRMRS,BARCELONA,ESBCN,"9 h, 25 mins","1 h, 43 mins",16.64 nm,172.73 nm,16.9 Knots,17.5 Knots,32.3 knots,39 knots,15.4°C / 59.72°F,16°C / 60.8°F,7.8 m,"8 h, 23 m ago",https://www.myshiptracking.com/vessels/mmsi-372497000-imo-9320099
