ETA,ETAUTC,ETADIA,ETAHORA,ETD,ETDUTC,ETDDIA,ETDHORA,MMSI,IMO,VAIXELLNOM,VAIXELLTIPUS,CALAT_METRES,MANEGA_METRES,ESLORA_METRES,VAIXELLBANDERANOM,VAIXELLBANDERACODI,PORTORIGENNOM,PORTORIGENCODI,PORTDESTINOM,PORTDESTICODI,TERMINALNOM,TERMINALCODI,MOLLCODI,MOLLMODULS,CONSIGNATARI,ESTOPERATIUID,ESCALAESTAT,ESCALANUM,MESINFO,name,annual_average_fuel_consumption_per_distance_kg_n_mile
2023-05-18T07:00:00Z,2023-05-18T05:00:00Z,2023-05-18,07:00:00,2023-05-18T18:00:00Z,2023-05-18T16:00:00Z,2023-05-18,18:00:00,538003668,9438066,MARINA,Passatge,76,322,2393,Illes Marshall,MH,Malta (Valetta),MTMLA,Alicante,ESALC,ADOSSAT/TERMINAL B,B,01D,25-29,TUI ESPAÑA TURISMO SL,A,Autoritzada,43986-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:538003668,MARINA,266.47999999999996
2023-05-18T07:00:00Z,2023-05-18T05:00:00Z,2023-05-18,07:00:00,2023-05-20T18:00:00Z,2023-05-20T16:00:00Z,2023-05-20,18:00:00,258215000,9725421,VIKING SEA,Passatge,63,NA,2283,Noruega,NO,Marseille,FRMRS,Marseille,FRMRS,BARCELONA/TERMINAL SUD,S,18C,1-6,A PEREZ Y CIA SL,A,Autoritzada,42541-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:258215000,VIKING SEA,242.13
