ETA,ETAUTC,ETADIA,ETAHORA,ETD,ETDUTC,ETDDIA,ETDHORA,MMSI,IMO,VAIXELLNOM,VAIXELLTIPUS,CALAT_METRES,MANEGA_METRES,ESLORA_METRES,VAIXELLBANDERANOM,VAIXELLBANDERACODI,PORTORIGENNOM,PORTORIGENCODI,PORTDESTINOM,PORTDESTICODI,TERMINALNOM,TERMINALCODI,MOLLCODI,MOLLMODULS,CONSIGNATARI,ESTOPERATIUID,ESCALAESTAT,ESCALANUM,MESINFO,name,annual_average_fuel_consumption_per_distance_kg_n_mile
2023-12-06T09:00:00Z,2023-12-06T08:00:00Z,2023-12-06,09:00:00,2023-12-06T19:00:00Z,2023-12-06T18:00:00Z,2023-12-06,19:00:00,247258100,9378498,COSTA PACIFICA,Passatge,83,NA,28959,Itàlia,IT,Savona,ITSVN,Marseille,FRMRS,ADOSSAT/TERMINAL D,D,01D,10-15,A PEREZ Y CIA SL,A,Autoritzada,48707-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:247258100,COSTA PACIFICA,1369.77
2023-12-06T07:30:00Z,2023-12-06T06:30:00Z,2023-12-06,07:30:00,2023-12-06T18:00:00Z,2023-12-06T17:00:00Z,2023-12-06,18:00:00,247431800,9801691,COSTA FIRENZE,Passatge,855,NA,32359,Itàlia,IT,Malaga,ESAGP,Marseille,FRMRS,ADOSSAT/TERMINAL E,E,01D,2-8,A PEREZ Y CIA SL,A,Autoritzada,48708-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:247431800,COSTA FIRENZE,446.21999999999997
