imo,mmsi,flag,call_sign,size,gt,dwt,build,status,owner,type,nombre,departure,arrival,origen,origen_code,destino,destino_code,Time Travelled,Remaining Time,Distance Travelled,Remaining Distance,AVG Speed,MAX Speed,AVG Wind,MAX Wind,MIN Temp,MAX Temp,Draught,Position Received,url
9812705,248325000,Malta,9HA4612,306 x 40 m,NA,NA,---,Active,,Passenger,CELEBRITY EDGE,2023-05-19 17:17 (UTC),2023-05-20 03:00 (UTC),PALMA DE MALLORCA,ESPMI,BARCELONA,ESBCN,"8 h, 20 mins",---,106.23 nm,---,13.4 Knots,13.8 Knots,13.4 knots,25.3 knots,15.9°C / 60.62°F,18.3°C / 64.94°F,8.3 m,"3 h, 44 m ago",https://www.myshiptracking.com/vessels/mmsi-248325000-imo-9812705
9745378,248717000,Malta,9HA4777,323 x 44 m,NA,NA,---,Active,,Passenger,MSC SEAVIEW,2023-05-19 20:46 (UTC),2023-05-20 04:03 (UTC),PALMA DE MALLORCA,ESPMI,BARCELONA,ESBCN,"4 h, 51 mins","2 h, 26 mins",19.34 nm,115.46 nm,18.3 Knots,19 Knots,6.9 knots,22.8 knots,13.6°C / 56.48°F,16.7°C / 62.06°F,8.4 m,"3 h, 46 m ago",https://www.myshiptracking.com/vessels/mmsi-248717000-imo-9745378
9434254,311042900,Bahamas,C6YR6,339 x 37 m,129.69,9.8,2010,Active,,Passengers Ship,DISNEY DREAM,2023-05-19 11:21 (UTC),2023-05-20 02:11 (UTC),CARTAGENA,ESCAR,BARCELONA,ESBCN,"14 h, 16 mins",34 mins,278.39 nm,12.13 nm,19.8 Knots,22 Knots,9.1 knots,16 knots,14.6°C / 58.28°F,18.4°C / 65.12°F,8.6 m,1 m ago,https://www.myshiptracking.com/vessels/mmsi-311042900-imo-9434254
9783576,248956000,Malta,9HA4883,316 x 40 m,NA,NA,---,Active,,Passenger,MEIN SCHIFF 2,2023-05-18 16:06 (UTC),2023-05-20 04:12 (UTC),GIBRALTAR,ESLLI,BARCELONA,ESBCN,1 day,"2 h, 35 mins",509.48 nm,188.99 nm,14.6 Knots,18.2 Knots,9.4 knots,15.5 knots,15.2°C / 59.36°F,18.7°C / 65.66°F,8.1 m,"11 h, 31 m ago",https://www.myshiptracking.com/vessels/mmsi-248956000-imo-9783576
