ETA,ETAUTC,ETADIA,ETAHORA,ETD,ETDUTC,ETDDIA,ETDHORA,MMSI,IMO,VAIXELLNOM,VAIXELLTIPUS,CALAT_METRES,MANEGA_METRES,ESLORA_METRES,VAIXELLBANDERANOM,VAIXELLBANDERACODI,PORTORIGENNOM,PORTORIGENCODI,PORTDESTINOM,PORTDESTICODI,TERMINALNOM,TERMINALCODI,MOLLCODI,MOLLMODULS,CONSIGNATARI,ESTOPERATIUID,ESCALAESTAT,ESCALANUM,MESINFO,name,annual_average_fuel_consumption_per_distance_kg_n_mile
2026-03-17T07:30:00Z,2026-03-17T06:30:00Z,2026-03-17,07:30:00,2026-03-17T17:30:00Z,2026-03-17T16:30:00Z,2026-03-17,17:30:00,247229700,9362542,AIDABELLA,Passatge,73,NA,25189,Itàlia,IT,Marseille,FRMRS,Palma de Mallorca,ESPMI,ADOSSAT/TERMINAL E,E,01D,3-7,NOATUM MARITIME SPAIN SAU,A,Autoritzada,79918-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:247229700,AIDABELLA,1542.94
