ETA,ETAUTC,ETADIA,ETAHORA,ETD,ETDUTC,ETDDIA,ETDHORA,MMSI,IMO,VAIXELLNOM,VAIXELLTIPUS,CALAT_METRES,MANEGA_METRES,ESLORA_METRES,VAIXELLBANDERANOM,VAIXELLBANDERACODI,PORTORIGENNOM,PORTORIGENCODI,PORTDESTINOM,PORTDESTICODI,TERMINALNOM,TERMINALCODI,MOLLCODI,MOLLMODULS,CONSIGNATARI,ESTOPERATIUID,ESCALAESTAT,ESCALANUM,MESINFO,name,annual_average_fuel_consumption_per_distance_kg_n_mile
2023-07-20T04:30:00Z,2023-07-20T02:30:00Z,2023-07-20,04:30:00,2023-07-20T23:30:00Z,2023-07-20T21:30:00Z,2023-07-20,23:30:00,229378000,9616230,EUROPA 2,Passatge,65,267,22562,Malta,MT,Mahon Menorca,ESMAH,Ibiza,ESIBZ,ADOSSAT/TERMINAL B,B,01D,25-29,TUI ESPAÑA TURISMO SL,A,Autoritzada,45482-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:229378000,EUROPA 2,200.4
2023-07-20T09:00:00Z,2023-07-20T07:00:00Z,2023-07-20,09:00:00,2023-07-20T18:00:00Z,2023-07-20T16:00:00Z,2023-07-20,18:00:00,247094800,9239783,COSTA FORTUNA,Passatge,82,NA,2722,Itàlia,IT,Palma de Mallorca,ESPMI,Marseille,FRMRS,ADOSSAT/TERMINAL D,D,01D,10-15,A PEREZ Y CIA SL,A,Autoritzada,45489-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:247094800,COSTA FORTUNA,2469.08
