ETA,ETAUTC,ETADIA,ETAHORA,ETD,ETDUTC,ETDDIA,ETDHORA,MMSI,IMO,VAIXELLNOM,VAIXELLTIPUS,CALAT_METRES,MANEGA_METRES,ESLORA_METRES,VAIXELLBANDERANOM,VAIXELLBANDERACODI,PORTORIGENNOM,PORTORIGENCODI,PORTDESTINOM,PORTDESTICODI,TERMINALNOM,TERMINALCODI,MOLLCODI,MOLLMODULS,CONSIGNATARI,ESTOPERATIUID,ESCALAESTAT,ESCALANUM,MESINFO,name,annual_average_fuel_consumption_per_distance_kg_n_mile
2026-01-10T07:00:00Z,2026-01-10T06:00:00Z,2026-01-10,07:00:00,2026-01-10T18:00:00Z,2026-01-10T17:00:00Z,2026-01-10,18:00:00,311000637,9784350,SILVER MUSE,Passatge,7,27,213,Bahames,BS,Malaga,ESAGP,Marseille,FRMRS,ADOSSAT/TERMINAL A,A,01D,32-36,INTERCRUISES PORT OPERATIONS SPAIN SLU,A,Autoritzada,79618-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:311000637,SILVER MUSE,205.58
2026-01-10T06:00:00Z,2026-01-10T05:00:00Z,2026-01-10,06:00:00,2026-01-10T16:30:00Z,2026-01-10T15:30:00Z,2026-01-10,16:30:00,357698000,9359806,MSC SPLENDIDA,Passatge,868,3792,333,Panamà,PA,Palma de Mallorca,ESPMI,Marseille,FRMRS,ADOSSAT/TERMINAL H,H,01C,6-12,MEDITERRANEAN SHIPPING COM ESPAÑA SLU,A,Autoritzada,79718-1,https://www.marinetraffic.com/en/ais/details/ships/mmsi:357698000,MSC SPLENDIDA,505.66
